MFCCs,Actual(0)Predicted(0),Actual(0)Predicted(1),Actual(1)Predicted(0),Actual(1)Predicted(1),Accuracy,(0) f1,(0) Precision,(0) Recall,(1) f1,(1) Precision,(1) Recall,Number of Entries (0),Number of Entries (1)
[2],48,24,17,35,0.6693548387096774,0.7007299270072994,0.7384615384615385,0.6666666666666666,0.6306306306306306,0.5932203389830508,0.6730769230769231,72.0,52.0
[2],44,20,27,33,0.6209677419354839,0.6518518518518518,0.6197183098591549,0.6875,0.5840707964601771,0.6226415094339622,0.55,64.0,60.0
[2],43,14,29,38,0.6532258064516129,0.6666666666666666,0.5972222222222222,0.7543859649122807,0.6386554621848739,0.7307692307692307,0.5671641791044776,57.0,67.0
[2],42,30,14,38,0.6451612903225806,0.6562499999999999,0.75,0.5833333333333334,0.6333333333333334,0.5588235294117647,0.7307692307692307,72.0,52.0
[2],44,24,17,39,0.6693548387096774,0.682170542635659,0.7213114754098361,0.6470588235294118,0.6554621848739496,0.6190476190476191,0.6964285714285714,68.0,56.0
[2],38,25,26,35,0.5887096774193549,0.5984251968503936,0.59375,0.6031746031746031,0.5785123966942148,0.5833333333333334,0.5737704918032787,63.0,61.0
[2],38,22,22,42,0.6451612903225806,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.65625,0.65625,0.65625,60.0,64.0
[2],48,24,22,30,0.6290322580645161,0.676056338028169,0.6857142857142857,0.6666666666666666,0.5660377358490566,0.5555555555555556,0.5769230769230769,72.0,52.0
[2],49,16,20,39,0.7096774193548387,0.7313432835820897,0.7101449275362319,0.7538461538461538,0.6842105263157895,0.7090909090909091,0.6610169491525424,65.0,59.0
[3],33,35,15,41,0.5967741935483871,0.5689655172413792,0.6875,0.4852941176470588,0.6212121212121212,0.5394736842105263,0.7321428571428571,68.0,56.0
[3],33,29,24,38,0.5725806451612904,0.5546218487394958,0.5789473684210527,0.532258064516129,0.5891472868217054,0.5671641791044776,0.6129032258064516,62.0,62.0
[3],41,35,21,27,0.5483870967741935,0.5942028985507245,0.6612903225806451,0.5394736842105263,0.4909090909090909,0.43548387096774194,0.5625,76.0,48.0
[3],34,29,24,37,0.5725806451612904,0.5619834710743802,0.5862068965517241,0.5396825396825397,0.5826771653543307,0.5606060606060606,0.6065573770491803,63.0,61.0
[3],33,25,28,38,0.5725806451612904,0.5546218487394958,0.5409836065573771,0.5689655172413793,0.5891472868217055,0.6031746031746031,0.5757575757575758,58.0,66.0
[3],32,28,27,37,0.5564516129032258,0.5378151260504201,0.5423728813559322,0.5333333333333333,0.5736434108527132,0.5692307692307692,0.578125,60.0,64.0
[3],29,34,29,32,0.49193548387096775,0.4793388429752066,0.5,0.4603174603174603,0.5039370078740156,0.48484848484848486,0.5245901639344263,63.0,61.0
[3],40,22,18,44,0.6774193548387096,0.6666666666666667,0.6896551724137931,0.6451612903225806,0.6875,0.6666666666666666,0.7096774193548387,62.0,62.0
[3],25,27,34,38,0.5080645161290323,0.45045045045045046,0.423728813559322,0.4807692307692308,0.5547445255474452,0.5846153846153846,0.5277777777777778,52.0,72.0
[3],37,30,20,37,0.5967741935483871,0.5967741935483871,0.6491228070175439,0.5522388059701493,0.5967741935483871,0.5522388059701493,0.6491228070175439,67.0,57.0
[4],37,25,22,40,0.6209677419354839,0.6115702479338843,0.6271186440677966,0.5967741935483871,0.6299212598425198,0.6153846153846154,0.6451612903225806,62.0,62.0
[4],25,43,27,29,0.43548387096774194,0.41666666666666663,0.4807692307692308,0.36764705882352944,0.45312500000000006,0.4027777777777778,0.5178571428571429,68.0,56.0
[4],39,24,32,29,0.5483870967741935,0.582089552238806,0.5492957746478874,0.6190476190476191,0.5087719298245614,0.5471698113207547,0.47540983606557374,63.0,61.0
[4],33,23,32,36,0.5564516129032258,0.5454545454545454,0.5076923076923077,0.5892857142857143,0.5669291338582677,0.6101694915254238,0.5294117647058824,56.0,68.0
[4],31,33,21,39,0.5645161290322581,0.5344827586206896,0.5961538461538461,0.484375,0.5909090909090908,0.5416666666666666,0.65,64.0,60.0
[4],29,32,20,43,0.5806451612903226,0.5272727272727273,0.5918367346938775,0.47540983606557374,0.6231884057971014,0.5733333333333334,0.6825396825396826,61.0,63.0
[4],33,27,22,42,0.6048387096774194,0.5739130434782609,0.6,0.55,0.6315789473684211,0.6086956521739131,0.65625,60.0,64.0
[4],31,21,38,34,0.5241935483870968,0.5123966942148761,0.4492753623188406,0.5961538461538461,0.5354330708661417,0.6181818181818182,0.4722222222222222,52.0,72.0
[4],28,26,30,40,0.5483870967741935,0.5,0.4827586206896552,0.5185185185185185,0.588235294117647,0.6060606060606061,0.5714285714285714,54.0,70.0
[4],35,31,32,26,0.49193548387096775,0.5263157894736842,0.5223880597014925,0.5303030303030303,0.45217391304347826,0.45614035087719296,0.4482758620689655,66.0,58.0
[5],36,31,29,28,0.5161290322580645,0.5454545454545454,0.5538461538461539,0.5373134328358209,0.48275862068965514,0.4745762711864407,0.49122807017543857,67.0,57.0
[5],37,27,27,33,0.5645161290322581,0.578125,0.578125,0.578125,0.55,0.55,0.55,64.0,60.0
[5],41,25,30,28,0.5564516129032258,0.5985401459854015,0.5774647887323944,0.6212121212121212,0.5045045045045045,0.5283018867924528,0.4827586206896552,66.0,58.0
[5],34,30,36,24,0.46774193548387094,0.5074626865671641,0.4857142857142857,0.53125,0.4210526315789474,0.4444444444444444,0.4,64.0,60.0
[5],33,24,31,36,0.5564516129032258,0.5454545454545454,0.515625,0.5789473684210527,0.5669291338582678,0.6,0.5373134328358209,57.0,67.0
[5],43,26,20,35,0.6290322580645161,0.6515151515151516,0.6825396825396826,0.6231884057971014,0.6034482758620691,0.5737704918032787,0.6363636363636364,69.0,55.0
[5],36,20,31,37,0.5887096774193549,0.5853658536585366,0.5373134328358209,0.6428571428571429,0.592,0.6491228070175439,0.5441176470588235,56.0,68.0
[5],33,26,24,41,0.5967741935483871,0.5689655172413793,0.5789473684210527,0.559322033898305,0.6212121212121212,0.6119402985074627,0.6307692307692307,59.0,65.0
[5],29,32,29,34,0.5080645161290323,0.48739495798319327,0.5,0.47540983606557374,0.5271317829457365,0.5151515151515151,0.5396825396825397,61.0,63.0
[5],41,23,30,30,0.5725806451612904,0.6074074074074073,0.5774647887323944,0.640625,0.5309734513274337,0.5660377358490566,0.5,64.0,60.0
