MFCCs,Actual(0)Predicted(0),Actual(0)Predicted(1),Actual(1)Predicted(0),Actual(1)Predicted(1),Accuracy,(0) f1,(0) Precision,(0) Recall,(1) f1,(1) Precision,(1) Recall,Number of Entries (0),Number of Entries (1)
[0 1 3],43,13,27,41,0.6774193548387096,0.6825396825396827,0.6142857142857143,0.7678571428571429,0.6721311475409837,0.7592592592592593,0.6029411764705882,56.0,68.0
[0 1 3],44,13,29,38,0.6612903225806451,0.676923076923077,0.6027397260273972,0.7719298245614035,0.6440677966101696,0.7450980392156863,0.5671641791044776,57.0,67.0
[0 1 4],53,14,27,30,0.6693548387096774,0.7210884353741497,0.6625,0.7910447761194029,0.594059405940594,0.6818181818181818,0.5263157894736842,67.0,57.0
[0 1 4],39,18,23,44,0.6693548387096774,0.6554621848739496,0.6290322580645161,0.6842105263157895,0.682170542635659,0.7096774193548387,0.6567164179104478,57.0,67.0
[0 1 4],57,14,23,30,0.7016129032258065,0.7549668874172185,0.7125,0.8028169014084507,0.6185567010309277,0.6818181818181818,0.5660377358490566,71.0,53.0
[0 1 4],45,14,24,41,0.6935483870967742,0.703125,0.6521739130434783,0.7627118644067796,0.6833333333333332,0.7454545454545455,0.6307692307692307,59.0,65.0
[0 1 4],48,13,12,51,0.7983870967741935,0.7933884297520661,0.8,0.7868852459016393,0.8031496062992126,0.796875,0.8095238095238095,61.0,63.0
[0 1 4],49,15,14,46,0.7661290322580645,0.7716535433070867,0.7777777777777778,0.765625,0.7603305785123967,0.7540983606557377,0.7666666666666667,64.0,60.0
[0 1 4],44,20,21,39,0.6693548387096774,0.6821705426356589,0.676923076923077,0.6875,0.6554621848739496,0.6610169491525424,0.65,64.0,60.0
[0 1 4],55,7,28,34,0.717741935483871,0.7586206896551725,0.6626506024096386,0.8870967741935484,0.6601941747572816,0.8292682926829268,0.5483870967741935,62.0,62.0
[0 1 4],44,6,36,38,0.6612903225806451,0.676923076923077,0.55,0.88,0.6440677966101694,0.8636363636363636,0.5135135135135135,50.0,74.0
[0 1 4],49,4,37,34,0.6693548387096774,0.7050359712230215,0.5697674418604651,0.9245283018867925,0.6238532110091743,0.8947368421052632,0.4788732394366197,53.0,71.0
[0 1 5],48,14,24,38,0.6935483870967742,0.7164179104477612,0.6666666666666666,0.7741935483870968,0.6666666666666667,0.7307692307692307,0.6129032258064516,62.0,62.0
[0 1 5],46,15,26,37,0.6693548387096774,0.6917293233082706,0.6388888888888888,0.7540983606557377,0.6434782608695652,0.7115384615384616,0.5873015873015873,61.0,63.0
[0 1 5],51,15,24,34,0.6854838709677419,0.7234042553191491,0.68,0.7727272727272727,0.6355140186915887,0.6938775510204082,0.5862068965517241,66.0,58.0
[0 1 5],46,11,24,43,0.717741935483871,0.7244094488188977,0.6571428571428571,0.8070175438596491,0.7107438016528925,0.7962962962962963,0.6417910447761194,57.0,67.0
[0 1 5],46,16,32,30,0.6129032258064516,0.6571428571428573,0.5897435897435898,0.7419354838709677,0.5555555555555556,0.6521739130434783,0.4838709677419355,62.0,62.0
[0 1 5],42,17,30,35,0.6209677419354839,0.6412213740458015,0.5833333333333334,0.711864406779661,0.5982905982905983,0.6730769230769231,0.5384615384615384,59.0,65.0
[0 1 5],48,19,19,38,0.6935483870967742,0.7164179104477613,0.7164179104477612,0.7164179104477612,0.6666666666666666,0.6666666666666666,0.6666666666666666,67.0,57.0
[0 1 5],47,17,23,37,0.6774193548387096,0.7014925373134329,0.6714285714285714,0.734375,0.6491228070175439,0.6851851851851852,0.6166666666666667,64.0,60.0
[0 1 5],46,12,23,43,0.717741935483871,0.7244094488188977,0.6666666666666666,0.7931034482758621,0.7107438016528926,0.7818181818181819,0.6515151515151515,58.0,66.0
[0 1 5],55,13,20,36,0.7338709677419355,0.7692307692307693,0.7333333333333333,0.8088235294117647,0.6857142857142857,0.7346938775510204,0.6428571428571429,68.0,56.0
[0 2 3],44,23,20,37,0.6532258064516129,0.6717557251908397,0.6875,0.6567164179104478,0.6324786324786326,0.6166666666666667,0.6491228070175439,67.0,57.0
[0 2 3],43,15,32,34,0.6209677419354839,0.6466165413533834,0.5733333333333334,0.7413793103448276,0.5913043478260871,0.6938775510204082,0.5151515151515151,58.0,66.0
[0 2 3],44,17,31,32,0.6129032258064516,0.6470588235294118,0.5866666666666667,0.7213114754098361,0.5714285714285714,0.6530612244897959,0.5079365079365079,61.0,63.0
[0 2 3],45,19,26,34,0.6370967741935484,0.6666666666666667,0.6338028169014085,0.703125,0.6017699115044247,0.6415094339622641,0.5666666666666667,64.0,60.0
[0 2 3],48,17,22,37,0.6854838709677419,0.7111111111111111,0.6857142857142857,0.7384615384615385,0.6548672566371682,0.6851851851851852,0.6271186440677966,65.0,59.0
[0 2 3],38,13,32,41,0.6370967741935484,0.6280991735537191,0.5428571428571428,0.7450980392156863,0.6456692913385828,0.7592592592592593,0.5616438356164384,51.0,73.0
[0 2 3],47,15,20,42,0.717741935483871,0.7286821705426356,0.7014925373134329,0.7580645161290323,0.7058823529411764,0.7368421052631579,0.6774193548387096,62.0,62.0
[0 2 3],44,13,28,39,0.6693548387096774,0.6821705426356589,0.6111111111111112,0.7719298245614035,0.6554621848739495,0.75,0.582089552238806,57.0,67.0
[0 2 3],49,16,33,26,0.6048387096774194,0.6666666666666666,0.5975609756097561,0.7538461538461538,0.5148514851485149,0.6190476190476191,0.4406779661016949,65.0,59.0
[0 2 3],53,18,31,22,0.6048387096774194,0.6838709677419356,0.6309523809523809,0.7464788732394366,0.4731182795698925,0.55,0.41509433962264153,71.0,53.0
[0 2 4],40,21,26,37,0.6209677419354839,0.6299212598425197,0.6060606060606061,0.6557377049180327,0.6115702479338844,0.6379310344827587,0.5873015873015873,61.0,63.0
[0 2 4],43,15,27,39,0.6612903225806451,0.671875,0.6142857142857143,0.7413793103448276,0.65,0.7222222222222222,0.5909090909090909,58.0,66.0
[0 2 4],49,16,21,38,0.7016129032258065,0.725925925925926,0.7,0.7538461538461538,0.6725663716814159,0.7037037037037037,0.6440677966101694,65.0,59.0
[0 2 4],44,15,25,40,0.6774193548387096,0.6875,0.6376811594202898,0.7457627118644068,0.6666666666666667,0.7272727272727273,0.6153846153846154,59.0,65.0
[0 2 4],51,17,23,33,0.6774193548387096,0.7183098591549296,0.6891891891891891,0.75,0.6226415094339622,0.66,0.5892857142857143,68.0,56.0
[0 2 4],38,22,22,42,0.6451612903225806,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.65625,0.65625,0.65625,60.0,64.0
[0 2 4],52,18,25,29,0.6532258064516129,0.7074829931972789,0.6753246753246753,0.7428571428571429,0.5742574257425743,0.6170212765957447,0.5370370370370371,70.0,54.0
[0 2 4],49,25,22,28,0.6209677419354839,0.6758620689655171,0.6901408450704225,0.6621621621621622,0.5436893203883495,0.5283018867924528,0.56,74.0,50.0
[0 2 4],51,18,23,32,0.6693548387096774,0.7132867132867132,0.6891891891891891,0.7391304347826086,0.6095238095238096,0.64,0.5818181818181818,69.0,55.0
[0 2 4],37,15,31,41,0.6290322580645161,0.6166666666666666,0.5441176470588235,0.7115384615384616,0.640625,0.7321428571428571,0.5694444444444444,52.0,72.0
[0 2 5],48,17,18,41,0.717741935483871,0.732824427480916,0.7272727272727273,0.7384615384615385,0.7008547008547009,0.7068965517241379,0.6949152542372882,65.0,59.0
[0 2 5],41,12,30,41,0.6612903225806451,0.6612903225806451,0.5774647887323944,0.7735849056603774,0.6612903225806451,0.7735849056603774,0.5774647887323944,53.0,71.0
[0 2 5],39,23,26,36,0.6048387096774194,0.6141732283464566,0.6,0.6290322580645161,0.5950413223140496,0.6101694915254238,0.5806451612903226,62.0,62.0
[0 2 5],41,11,31,41,0.6612903225806451,0.661290322580645,0.5694444444444444,0.7884615384615384,0.661290322580645,0.7884615384615384,0.5694444444444444,52.0,72.0
[0 2 5],35,26,24,39,0.5967741935483871,0.5833333333333334,0.5932203389830508,0.5737704918032787,0.609375,0.6,0.6190476190476191,61.0,63.0
[0 2 5],44,22,20,38,0.6612903225806451,0.676923076923077,0.6875,0.6666666666666666,0.6440677966101694,0.6333333333333333,0.6551724137931034,66.0,58.0
[0 2 5],42,19,32,31,0.5887096774193549,0.6222222222222222,0.5675675675675675,0.6885245901639344,0.5486725663716814,0.62,0.49206349206349204,61.0,63.0
[0 2 5],45,15,27,37,0.6612903225806451,0.6818181818181818,0.625,0.75,0.6379310344827586,0.7115384615384616,0.578125,60.0,64.0
[0 2 5],51,22,26,25,0.6129032258064516,0.68,0.6623376623376623,0.6986301369863014,0.5102040816326531,0.5319148936170213,0.49019607843137253,73.0,51.0
[0 2 5],48,21,25,30,0.6290322580645161,0.676056338028169,0.6575342465753424,0.6956521739130435,0.5660377358490566,0.5882352941176471,0.5454545454545454,69.0,55.0
[0 3 4],42,17,28,37,0.6370967741935484,0.6511627906976744,0.6,0.711864406779661,0.6218487394957983,0.6851851851851852,0.5692307692307692,59.0,65.0
[0 3 4],50,18,23,33,0.6693548387096774,0.7092198581560283,0.684931506849315,0.7352941176470589,0.6168224299065421,0.6470588235294118,0.5892857142857143,68.0,56.0
[0 3 4],52,10,27,35,0.7016129032258065,0.7375886524822695,0.6582278481012658,0.8387096774193549,0.6542056074766356,0.7777777777777778,0.5645161290322581,62.0,62.0
[0 3 4],39,15,31,39,0.6290322580645161,0.6290322580645162,0.5571428571428572,0.7222222222222222,0.6290322580645162,0.7222222222222222,0.5571428571428572,54.0,70.0
[0 3 4],47,13,31,33,0.6451612903225806,0.6811594202898551,0.6025641025641025,0.7833333333333333,0.5999999999999999,0.717391304347826,0.515625,60.0,64.0
[0 3 4],46,16,32,30,0.6129032258064516,0.6571428571428573,0.5897435897435898,0.7419354838709677,0.5555555555555556,0.6521739130434783,0.4838709677419355,62.0,62.0
[0 3 4],46,9,25,44,0.7258064516129032,0.7301587301587301,0.647887323943662,0.8363636363636363,0.7213114754098361,0.8301886792452831,0.6376811594202898,55.0,69.0
[0 3 4],51,22,20,31,0.6612903225806451,0.7083333333333335,0.7183098591549296,0.6986301369863014,0.5961538461538461,0.5849056603773585,0.6078431372549019,73.0,51.0
[0 3 4],51,15,23,35,0.6935483870967742,0.7285714285714284,0.6891891891891891,0.7727272727272727,0.6481481481481481,0.7,0.603448275862069,66.0,58.0
[0 3 4],44,19,22,39,0.6693548387096774,0.6821705426356589,0.6666666666666666,0.6984126984126984,0.6554621848739496,0.6724137931034483,0.639344262295082,63.0,61.0
[0 3 5],43,14,25,42,0.6854838709677419,0.688,0.6323529411764706,0.7543859649122807,0.6829268292682927,0.75,0.6268656716417911,57.0,67.0
[0 3 5],42,16,27,39,0.6532258064516129,0.6614173228346457,0.6086956521739131,0.7241379310344828,0.6446280991735537,0.7090909090909091,0.5909090909090909,58.0,66.0
[0 3 5],47,21,23,33,0.6451612903225806,0.681159420289855,0.6714285714285714,0.6911764705882353,0.6,0.6111111111111112,0.5892857142857143,68.0,56.0
[0 3 5],46,19,25,34,0.6451612903225806,0.676470588235294,0.647887323943662,0.7076923076923077,0.6071428571428571,0.6415094339622641,0.576271186440678,65.0,59.0
[0 3 5],40,28,18,38,0.6290322580645161,0.6349206349206349,0.6896551724137931,0.5882352941176471,0.6229508196721312,0.5757575757575758,0.6785714285714286,68.0,56.0
[0 3 5],41,16,32,35,0.6129032258064516,0.6307692307692307,0.5616438356164384,0.7192982456140351,0.5932203389830508,0.6862745098039216,0.5223880597014925,57.0,67.0
[0 3 5],50,18,18,38,0.7096774193548387,0.735294117647059,0.7352941176470589,0.7352941176470589,0.6785714285714286,0.6785714285714286,0.6785714285714286,68.0,56.0
[0 3 5],40,21,29,34,0.5967741935483871,0.6153846153846154,0.5797101449275363,0.6557377049180327,0.576271186440678,0.6181818181818182,0.5396825396825397,61.0,63.0
[0 3 5],49,13,31,31,0.6451612903225806,0.6901408450704225,0.6125,0.7903225806451613,0.5849056603773585,0.7045454545454546,0.5,62.0,62.0
[0 3 5],38,12,38,36,0.5967741935483871,0.6031746031746031,0.5,0.76,0.5901639344262296,0.75,0.4864864864864865,50.0,74.0
[0 4 5],38,19,22,45,0.6693548387096774,0.6495726495726496,0.6333333333333333,0.6666666666666666,0.6870229007633589,0.703125,0.6716417910447762,57.0,67.0
[0 4 5],47,19,32,26,0.5887096774193549,0.6482758620689656,0.5949367088607594,0.7121212121212122,0.5048543689320388,0.5777777777777777,0.4482758620689655,66.0,58.0
[0 4 5],38,24,33,29,0.5403225806451613,0.5714285714285713,0.5352112676056338,0.6129032258064516,0.5043478260869565,0.5471698113207547,0.46774193548387094,62.0,62.0
[0 4 5],43,14,28,39,0.6612903225806451,0.671875,0.6056338028169014,0.7543859649122807,0.65,0.7358490566037735,0.582089552238806,57.0,67.0
[0 4 5],35,26,31,32,0.5403225806451613,0.5511811023622047,0.5303030303030303,0.5737704918032787,0.5289256198347106,0.5517241379310345,0.5079365079365079,61.0,63.0
[0 4 5],44,18,30,32,0.6129032258064516,0.6470588235294118,0.5945945945945946,0.7096774193548387,0.5714285714285714,0.64,0.5161290322580645,62.0,62.0
[0 4 5],42,24,32,26,0.5483870967741935,0.6000000000000001,0.5675675675675675,0.6363636363636364,0.48148148148148145,0.52,0.4482758620689655,66.0,58.0
[0 4 5],47,16,26,35,0.6612903225806451,0.6911764705882354,0.6438356164383562,0.746031746031746,0.625,0.6862745098039216,0.5737704918032787,63.0,61.0
[0 4 5],43,18,27,36,0.6370967741935484,0.6564885496183206,0.6142857142857143,0.7049180327868853,0.6153846153846153,0.6666666666666666,0.5714285714285714,61.0,63.0
[0 4 5],53,19,29,23,0.6129032258064516,0.6883116883116882,0.6463414634146342,0.7361111111111112,0.4893617021276596,0.5476190476190477,0.4423076923076923,72.0,52.0
[1 2 3],47,13,22,42,0.717741935483871,0.7286821705426356,0.6811594202898551,0.7833333333333333,0.7058823529411765,0.7636363636363637,0.65625,60.0,64.0
[1 2 3],41,33,21,29,0.5645161290322581,0.6029411764705883,0.6612903225806451,0.5540540540540541,0.5178571428571428,0.46774193548387094,0.58,74.0,50.0
[1 2 3],47,21,22,34,0.6532258064516129,0.6861313868613138,0.6811594202898551,0.6911764705882353,0.6126126126126126,0.6181818181818182,0.6071428571428571,68.0,56.0
[1 2 3],50,18,26,30,0.6451612903225806,0.6944444444444445,0.6578947368421053,0.7352941176470589,0.576923076923077,0.625,0.5357142857142857,68.0,56.0
[1 2 3],42,16,26,40,0.6612903225806451,0.6666666666666667,0.6176470588235294,0.7241379310344828,0.6557377049180327,0.7142857142857143,0.6060606060606061,58.0,66.0
[1 2 3],45,8,31,40,0.6854838709677419,0.6976744186046512,0.5921052631578947,0.8490566037735849,0.6722689075630253,0.8333333333333334,0.5633802816901409,53.0,71.0
[1 2 3],45,9,32,38,0.6693548387096774,0.6870229007633588,0.5844155844155844,0.8333333333333334,0.6495726495726495,0.8085106382978723,0.5428571428571428,54.0,70.0
[1 2 3],49,18,26,31,0.6451612903225806,0.6901408450704225,0.6533333333333333,0.7313432835820896,0.5849056603773586,0.6326530612244898,0.543859649122807,67.0,57.0
[1 2 3],55,18,27,24,0.6370967741935484,0.7096774193548389,0.6707317073170732,0.7534246575342466,0.5161290322580646,0.5714285714285714,0.47058823529411764,73.0,51.0
[1 2 3],46,23,24,31,0.6209677419354839,0.6618705035971223,0.6571428571428571,0.6666666666666666,0.5688073394495413,0.5740740740740741,0.5636363636363636,69.0,55.0
[1 2 4],57,14,22,31,0.7096774193548387,0.76,0.7215189873417721,0.8028169014084507,0.6326530612244898,0.6888888888888889,0.5849056603773585,71.0,53.0
[1 2 4],45,20,18,41,0.6935483870967742,0.7031250000000001,0.7142857142857143,0.6923076923076923,0.6833333333333333,0.6721311475409836,0.6949152542372882,65.0,59.0
[1 2 4],46,10,25,43,0.717741935483871,0.7244094488188976,0.647887323943662,0.8214285714285714,0.7107438016528926,0.8113207547169812,0.6323529411764706,56.0,68.0
[1 2 4],37,22,27,38,0.6048387096774194,0.6016260162601625,0.578125,0.6271186440677966,0.608,0.6333333333333333,0.5846153846153846,59.0,65.0
[1 2 4],50,9,24,41,0.7338709677419355,0.7518796992481203,0.6756756756756757,0.847457627118644,0.7130434782608696,0.82,0.6307692307692307,59.0,65.0
[1 2 4],42,22,24,36,0.6290322580645161,0.6461538461538462,0.6363636363636364,0.65625,0.6101694915254238,0.6206896551724138,0.6,64.0,60.0
[1 2 4],45,20,23,36,0.6532258064516129,0.6766917293233082,0.6617647058823529,0.6923076923076923,0.6260869565217392,0.6428571428571429,0.6101694915254238,65.0,59.0
[1 2 4],40,18,34,32,0.5806451612903226,0.6060606060606061,0.5405405405405406,0.6896551724137931,0.5517241379310344,0.64,0.48484848484848486,58.0,66.0
[1 2 4],50,18,26,30,0.6451612903225806,0.6944444444444445,0.6578947368421053,0.7352941176470589,0.576923076923077,0.625,0.5357142857142857,68.0,56.0
[1 2 4],41,23,22,38,0.6370967741935484,0.6456692913385828,0.6507936507936508,0.640625,0.628099173553719,0.6229508196721312,0.6333333333333333,64.0,60.0
[1 2 5],47,17,17,43,0.7258064516129032,0.734375,0.734375,0.734375,0.7166666666666667,0.7166666666666667,0.7166666666666667,64.0,60.0
[1 2 5],51,14,18,41,0.7419354838709677,0.7611940298507462,0.7391304347826086,0.7846153846153846,0.7192982456140351,0.7454545454545455,0.6949152542372882,65.0,59.0
[1 2 5],43,16,24,41,0.6774193548387096,0.6825396825396826,0.6417910447761194,0.7288135593220338,0.6721311475409837,0.7192982456140351,0.6307692307692307,59.0,65.0
[1 2 5],55,18,22,29,0.6774193548387096,0.7333333333333334,0.7142857142857143,0.7534246575342466,0.5918367346938775,0.6170212765957447,0.5686274509803921,73.0,51.0
[1 2 5],47,15,24,38,0.6854838709677419,0.706766917293233,0.6619718309859155,0.7580645161290323,0.6608695652173913,0.7169811320754716,0.6129032258064516,62.0,62.0
[1 2 5],45,16,23,40,0.6854838709677419,0.6976744186046512,0.6617647058823529,0.7377049180327869,0.6722689075630252,0.7142857142857143,0.6349206349206349,61.0,63.0
[1 2 5],47,17,22,38,0.6854838709677419,0.7067669172932332,0.6811594202898551,0.734375,0.6608695652173913,0.6909090909090909,0.6333333333333333,64.0,60.0
[1 2 5],52,20,19,33,0.6854838709677419,0.7272727272727272,0.7323943661971831,0.7222222222222222,0.6285714285714284,0.6226415094339622,0.6346153846153846,72.0,52.0
[1 2 5],45,16,22,41,0.6935483870967742,0.703125,0.6716417910447762,0.7377049180327869,0.6833333333333335,0.7192982456140351,0.6507936507936508,61.0,63.0
[1 2 5],44,15,22,43,0.7016129032258065,0.704,0.6666666666666666,0.7457627118644068,0.6991869918699186,0.7413793103448276,0.6615384615384615,59.0,65.0
[1 3 4],38,22,20,44,0.6612903225806451,0.6440677966101694,0.6551724137931034,0.6333333333333333,0.676923076923077,0.6666666666666666,0.6875,60.0,64.0
[1 3 4],49,20,20,35,0.6774193548387096,0.7101449275362319,0.7101449275362319,0.7101449275362319,0.6363636363636364,0.6363636363636364,0.6363636363636364,69.0,55.0
[1 3 4],47,13,24,40,0.7016129032258065,0.717557251908397,0.6619718309859155,0.7833333333333333,0.6837606837606838,0.7547169811320755,0.625,60.0,64.0
[1 3 4],41,21,25,37,0.6290322580645161,0.640625,0.6212121212121212,0.6612903225806451,0.6166666666666667,0.6379310344827587,0.5967741935483871,62.0,62.0
[1 3 4],49,19,26,30,0.6370967741935484,0.6853146853146852,0.6533333333333333,0.7205882352941176,0.5714285714285714,0.6122448979591837,0.5357142857142857,68.0,56.0
[1 3 4],41,22,16,45,0.6935483870967742,0.6833333333333335,0.7192982456140351,0.6507936507936508,0.703125,0.6716417910447762,0.7377049180327869,63.0,61.0
[1 3 4],42,17,24,41,0.6693548387096774,0.672,0.6363636363636364,0.711864406779661,0.6666666666666666,0.7068965517241379,0.6307692307692307,59.0,65.0
[1 3 4],28,22,32,42,0.5645161290322581,0.509090909090909,0.4666666666666667,0.56,0.6086956521739131,0.65625,0.5675675675675675,50.0,74.0
[1 3 4],48,19,24,33,0.6532258064516129,0.6906474820143884,0.6666666666666666,0.7164179104477612,0.6055045871559633,0.6346153846153846,0.5789473684210527,67.0,57.0
[1 3 4],49,21,21,33,0.6612903225806451,0.7,0.7,0.7,0.6111111111111112,0.6111111111111112,0.6111111111111112,70.0,54.0
[1 3 5],46,17,21,40,0.6935483870967742,0.7076923076923077,0.6865671641791045,0.7301587301587301,0.6779661016949152,0.7017543859649122,0.6557377049180327,63.0,61.0
[1 3 5],46,16,26,36,0.6612903225806451,0.6865671641791045,0.6388888888888888,0.7419354838709677,0.631578947368421,0.6923076923076923,0.5806451612903226,62.0,62.0
[1 3 5],38,13,29,44,0.6612903225806451,0.6440677966101696,0.5671641791044776,0.7450980392156863,0.676923076923077,0.7719298245614035,0.6027397260273972,51.0,73.0
[1 3 5],53,15,22,34,0.7016129032258065,0.7412587412587412,0.7066666666666667,0.7794117647058824,0.6476190476190475,0.6938775510204082,0.6071428571428571,68.0,56.0
[1 3 5],31,21,26,46,0.6209677419354839,0.5688073394495413,0.543859649122807,0.5961538461538461,0.6618705035971223,0.6865671641791045,0.6388888888888888,52.0,72.0
[1 3 5],42,18,21,43,0.6854838709677419,0.6829268292682926,0.6666666666666666,0.7,0.688,0.7049180327868853,0.671875,60.0,64.0
[1 3 5],41,22,23,38,0.6370967741935484,0.6456692913385828,0.640625,0.6507936507936508,0.628099173553719,0.6333333333333333,0.6229508196721312,63.0,61.0
[1 3 5],46,15,16,47,0.75,0.7479674796747967,0.7419354838709677,0.7540983606557377,0.752,0.7580645161290323,0.746031746031746,61.0,63.0
[1 3 5],40,23,24,37,0.6209677419354839,0.6299212598425197,0.625,0.6349206349206349,0.6115702479338844,0.6166666666666667,0.6065573770491803,63.0,61.0
[1 3 5],43,23,20,38,0.6532258064516129,0.6666666666666666,0.6825396825396826,0.6515151515151515,0.6386554621848739,0.6229508196721312,0.6551724137931034,66.0,58.0
[1 4 5],38,26,24,36,0.5967741935483871,0.6031746031746031,0.6129032258064516,0.59375,0.5901639344262295,0.5806451612903226,0.6,64.0,60.0
[1 4 5],42,22,19,41,0.6693548387096774,0.672,0.6885245901639344,0.65625,0.6666666666666666,0.6507936507936508,0.6833333333333333,64.0,60.0
[1 4 5],38,17,28,41,0.6370967741935484,0.6280991735537191,0.5757575757575758,0.6909090909090909,0.6456692913385826,0.7068965517241379,0.5942028985507246,55.0,69.0
[1 4 5],44,14,26,40,0.6774193548387096,0.6875,0.6285714285714286,0.7586206896551724,0.6666666666666666,0.7407407407407407,0.6060606060606061,58.0,66.0
[1 4 5],44,18,20,42,0.6935483870967742,0.6984126984126984,0.6875,0.7096774193548387,0.6885245901639343,0.7,0.6774193548387096,62.0,62.0
[1 4 5],49,14,20,41,0.7258064516129032,0.7424242424242424,0.7101449275362319,0.7777777777777778,0.7068965517241379,0.7454545454545455,0.6721311475409836,63.0,61.0
[1 4 5],42,18,26,38,0.6451612903225806,0.65625,0.6176470588235294,0.7,0.6333333333333334,0.6785714285714286,0.59375,60.0,64.0
[1 4 5],48,13,27,36,0.6774193548387096,0.7058823529411764,0.64,0.7868852459016393,0.6428571428571428,0.7346938775510204,0.5714285714285714,61.0,63.0
[1 4 5],50,17,29,28,0.6290322580645161,0.684931506849315,0.6329113924050633,0.746268656716418,0.5490196078431373,0.6222222222222222,0.49122807017543857,67.0,57.0
[1 4 5],50,24,20,30,0.6451612903225806,0.6944444444444444,0.7142857142857143,0.6756756756756757,0.576923076923077,0.5555555555555556,0.6,74.0,50.0
[2 3 4],44,24,25,31,0.6048387096774194,0.6423357664233575,0.6376811594202898,0.6470588235294118,0.5585585585585585,0.5636363636363636,0.5535714285714286,68.0,56.0
[2 3 4],36,23,21,44,0.6451612903225806,0.6206896551724138,0.631578947368421,0.6101694915254238,0.6666666666666667,0.6567164179104478,0.676923076923077,59.0,65.0
[2 3 4],44,15,25,40,0.6774193548387096,0.6875,0.6376811594202898,0.7457627118644068,0.6666666666666667,0.7272727272727273,0.6153846153846154,59.0,65.0
[2 3 4],43,18,22,41,0.6774193548387096,0.6825396825396826,0.6615384615384615,0.7049180327868853,0.6721311475409837,0.6949152542372882,0.6507936507936508,61.0,63.0
[2 3 4],36,23,22,43,0.6370967741935484,0.6153846153846154,0.6206896551724138,0.6101694915254238,0.6564885496183206,0.6515151515151515,0.6615384615384615,59.0,65.0
[2 3 4],38,31,16,39,0.6209677419354839,0.6178861788617886,0.7037037037037037,0.5507246376811594,0.6239999999999999,0.5571428571428572,0.7090909090909091,69.0,55.0
