MFCCs,Actual(0)Predicted(0),Actual(0)Predicted(1),Actual(1)Predicted(0),Actual(1)Predicted(1),Accuracy,(0) f1,(0) Precision,(0) Recall,(1) f1,(1) Precision,(1) Recall,Number of Entries (0),Number of Entries (1)
[2 3 4],36,24,26,38,0.5967741935483871,0.5901639344262295,0.5806451612903226,0.6,0.6031746031746031,0.6129032258064516,0.59375,60.0,64.0
[2 3 4],39,18,25,42,0.6532258064516129,0.6446280991735538,0.609375,0.6842105263157895,0.6614173228346456,0.7,0.6268656716417911,57.0,67.0
[2 3 4],41,23,17,43,0.6774193548387096,0.6721311475409836,0.7068965517241379,0.640625,0.6825396825396826,0.6515151515151515,0.7166666666666667,64.0,60.0
[2 3 4],35,25,29,35,0.5645161290322581,0.564516129032258,0.546875,0.5833333333333334,0.564516129032258,0.5833333333333334,0.546875,60.0,64.0
[2 3 5],42,18,29,35,0.6209677419354839,0.6412213740458015,0.5915492957746479,0.7,0.5982905982905983,0.660377358490566,0.546875,60.0,64.0
[2 3 5],43,23,20,38,0.6532258064516129,0.6666666666666666,0.6825396825396826,0.6515151515151515,0.6386554621848739,0.6229508196721312,0.6551724137931034,66.0,58.0
[2 3 5],36,33,17,38,0.5967741935483871,0.5901639344262294,0.6792452830188679,0.5217391304347826,0.6031746031746031,0.5352112676056338,0.6909090909090909,69.0,55.0
[2 3 5],40,24,23,37,0.6209677419354839,0.6299212598425197,0.6349206349206349,0.625,0.6115702479338844,0.6065573770491803,0.6166666666666667,64.0,60.0
[2 3 5],42,23,28,31,0.5887096774193549,0.6222222222222222,0.6,0.6461538461538462,0.5486725663716815,0.5740740740740741,0.5254237288135594,65.0,59.0
[2 3 5],43,27,24,30,0.5887096774193549,0.6277372262773724,0.6417910447761194,0.6142857142857143,0.5405405405405405,0.5263157894736842,0.5555555555555556,70.0,54.0
[2 3 5],44,29,16,35,0.6370967741935484,0.6616541353383458,0.7333333333333333,0.6027397260273972,0.6086956521739131,0.546875,0.6862745098039216,73.0,51.0
[2 3 5],41,20,24,39,0.6451612903225806,0.6507936507936507,0.6307692307692307,0.6721311475409836,0.6393442622950819,0.6610169491525424,0.6190476190476191,61.0,63.0
[2 3 5],45,17,31,31,0.6129032258064516,0.6521739130434783,0.5921052631578947,0.7258064516129032,0.5636363636363636,0.6458333333333334,0.5,62.0,62.0
[2 3 5],47,16,23,38,0.6854838709677419,0.706766917293233,0.6714285714285714,0.746031746031746,0.6608695652173914,0.7037037037037037,0.6229508196721312,63.0,61.0
[2 4 5],44,27,19,34,0.6290322580645161,0.6567164179104478,0.6984126984126984,0.6197183098591549,0.5964912280701753,0.5573770491803278,0.6415094339622641,71.0,53.0
[2 4 5],36,29,21,38,0.5967741935483871,0.5901639344262295,0.631578947368421,0.5538461538461539,0.6031746031746031,0.5671641791044776,0.6440677966101694,65.0,59.0
[2 4 5],35,28,20,41,0.6129032258064516,0.5932203389830508,0.6363636363636364,0.5555555555555556,0.6307692307692307,0.5942028985507246,0.6721311475409836,63.0,61.0
[2 4 5],39,22,31,32,0.5725806451612904,0.5954198473282444,0.5571428571428572,0.639344262295082,0.547008547008547,0.5925925925925926,0.5079365079365079,61.0,63.0
[2 4 5],35,26,26,37,0.5806451612903226,0.5737704918032787,0.5737704918032787,0.5737704918032787,0.5873015873015873,0.5873015873015873,0.5873015873015873,61.0,63.0
[2 4 5],41,19,30,34,0.6048387096774194,0.6259541984732825,0.5774647887323944,0.6833333333333333,0.5811965811965812,0.6415094339622641,0.53125,60.0,64.0
[2 4 5],38,15,32,39,0.6209677419354839,0.6178861788617885,0.5428571428571428,0.7169811320754716,0.624,0.7222222222222222,0.5492957746478874,53.0,71.0
[2 4 5],40,25,23,36,0.6129032258064516,0.625,0.6349206349206349,0.6153846153846154,0.6000000000000001,0.5901639344262295,0.6101694915254238,65.0,59.0
[2 4 5],51,19,20,34,0.6854838709677419,0.7234042553191489,0.7183098591549296,0.7285714285714285,0.6355140186915889,0.6415094339622641,0.6296296296296297,70.0,54.0
[2 4 5],33,27,22,42,0.6048387096774194,0.5739130434782609,0.6,0.55,0.6315789473684211,0.6086956521739131,0.65625,60.0,64.0
[3 4 5],35,23,30,36,0.5725806451612904,0.5691056910569107,0.5384615384615384,0.603448275862069,0.576,0.6101694915254238,0.5454545454545454,58.0,66.0
[3 4 5],38,21,24,41,0.6370967741935484,0.628099173553719,0.6129032258064516,0.6440677966101694,0.6456692913385826,0.6612903225806451,0.6307692307692307,59.0,65.0
[3 4 5],39,23,24,38,0.6209677419354839,0.6240000000000001,0.6190476190476191,0.6290322580645161,0.6178861788617885,0.6229508196721312,0.6129032258064516,62.0,62.0
[3 4 5],36,22,23,43,0.6370967741935484,0.6153846153846154,0.6101694915254238,0.6206896551724138,0.6564885496183206,0.6615384615384615,0.6515151515151515,58.0,66.0
[3 4 5],41,25,27,31,0.5806451612903226,0.6119402985074627,0.6029411764705882,0.6212121212121212,0.5438596491228069,0.5535714285714286,0.5344827586206896,66.0,58.0
[3 4 5],30,34,28,32,0.5,0.4918032786885246,0.5172413793103449,0.46875,0.507936507936508,0.48484848484848486,0.5333333333333333,64.0,60.0
[3 4 5],36,27,26,35,0.5725806451612904,0.576,0.5806451612903226,0.5714285714285714,0.5691056910569106,0.5645161290322581,0.5737704918032787,63.0,61.0
[3 4 5],37,32,22,33,0.5645161290322581,0.578125,0.6271186440677966,0.5362318840579711,0.5499999999999999,0.5076923076923077,0.6,69.0,55.0
[3 4 5],39,23,25,37,0.6129032258064516,0.6190476190476191,0.609375,0.6290322580645161,0.6065573770491804,0.6166666666666667,0.5967741935483871,62.0,62.0
[3 4 5],44,25,18,37,0.6532258064516129,0.6717557251908397,0.7096774193548387,0.6376811594202898,0.6324786324786325,0.5967741935483871,0.6727272727272727,69.0,55.0
