MFCCs,Actual(0)Predicted(0),Actual(0)Predicted(1),Actual(1)Predicted(0),Actual(1)Predicted(1),Accuracy,(0) f1,(0) Precision,(0) Recall,(1) f1,(1) Precision,(1) Recall,Number of Entries (0),Number of Entries (1)
[0 1 3 5],50,14,15,45,0.7661290322580645,0.7751937984496126,0.7692307692307693,0.78125,0.7563025210084034,0.7627118644067796,0.75,64.0,60.0
[0 1 4 5],50,14,26,34,0.6774193548387096,0.7142857142857143,0.6578947368421053,0.78125,0.6296296296296297,0.7083333333333334,0.5666666666666667,64.0,60.0
[0 1 4 5],42,12,28,42,0.6774193548387096,0.6774193548387097,0.6,0.7777777777777778,0.6774193548387097,0.7777777777777778,0.6,54.0,70.0
[0 1 4 5],46,9,36,33,0.6370967741935484,0.6715328467153284,0.5609756097560976,0.8363636363636363,0.5945945945945946,0.7857142857142857,0.4782608695652174,55.0,69.0
[0 1 4 5],49,11,23,41,0.7258064516129032,0.7424242424242424,0.6805555555555556,0.8166666666666667,0.7068965517241379,0.7884615384615384,0.640625,60.0,64.0
[0 1 4 5],50,19,25,30,0.6451612903225806,0.6944444444444444,0.6666666666666666,0.7246376811594203,0.5769230769230769,0.6122448979591837,0.5454545454545454,69.0,55.0
[0 1 4 5],50,11,20,43,0.75,0.7633587786259541,0.7142857142857143,0.819672131147541,0.735042735042735,0.7962962962962963,0.6825396825396826,61.0,63.0
[0 1 4 5],42,8,25,49,0.7338709677419355,0.7179487179487181,0.6268656716417911,0.84,0.7480916030534351,0.8596491228070176,0.6621621621621622,50.0,74.0
[0 1 4 5],48,11,22,43,0.7338709677419355,0.744186046511628,0.6857142857142857,0.8135593220338984,0.7226890756302522,0.7962962962962963,0.6615384615384615,59.0,65.0
[0 1 4 5],42,12,29,41,0.6693548387096774,0.6719999999999999,0.5915492957746479,0.7777777777777778,0.6666666666666666,0.7735849056603774,0.5857142857142857,54.0,70.0
[0 1 4 5],47,15,21,41,0.7096774193548387,0.7230769230769231,0.6911764705882353,0.7580645161290323,0.6949152542372881,0.7321428571428571,0.6612903225806451,62.0,62.0
[0 2 3 4],51,18,24,31,0.6612903225806451,0.7083333333333334,0.68,0.7391304347826086,0.5961538461538461,0.6326530612244898,0.5636363636363636,69.0,55.0
[0 2 3 4],41,16,30,37,0.6290322580645161,0.6406249999999999,0.5774647887323944,0.7192982456140351,0.6166666666666666,0.6981132075471698,0.5522388059701493,57.0,67.0
[0 2 3 4],50,12,21,41,0.7338709677419355,0.7518796992481203,0.704225352112676,0.8064516129032258,0.7130434782608696,0.7735849056603774,0.6612903225806451,62.0,62.0
[0 2 3 4],41,16,34,33,0.5967741935483871,0.6212121212121212,0.5466666666666666,0.7192982456140351,0.5689655172413793,0.673469387755102,0.4925373134328358,57.0,67.0
[0 2 3 4],52,13,30,29,0.6532258064516129,0.7074829931972789,0.6341463414634146,0.8,0.5742574257425742,0.6904761904761905,0.4915254237288136,65.0,59.0
[0 2 3 4],47,14,32,31,0.6290322580645161,0.6714285714285714,0.5949367088607594,0.7704918032786885,0.5740740740740741,0.6888888888888889,0.49206349206349204,61.0,63.0
[0 2 3 4],44,18,31,31,0.6048387096774194,0.6423357664233577,0.5866666666666667,0.7096774193548387,0.5585585585585586,0.6326530612244898,0.5,62.0,62.0
[0 2 3 4],46,12,31,35,0.6532258064516129,0.6814814814814815,0.5974025974025974,0.7931034482758621,0.6194690265486724,0.7446808510638298,0.5303030303030303,58.0,66.0
[0 2 3 4],58,12,22,32,0.7258064516129032,0.7733333333333333,0.725,0.8285714285714286,0.6530612244897959,0.7272727272727273,0.5925925925925926,70.0,54.0
[0 2 3 4],38,10,31,45,0.6693548387096774,0.6495726495726495,0.5507246376811594,0.7916666666666666,0.6870229007633587,0.8181818181818182,0.5921052631578947,48.0,76.0
[0 2 3 5],41,17,30,36,0.6209677419354839,0.6356589147286821,0.5774647887323944,0.7068965517241379,0.6050420168067228,0.6792452830188679,0.5454545454545454,58.0,66.0
[0 2 3 5],38,23,27,36,0.5967741935483871,0.6031746031746033,0.5846153846153846,0.6229508196721312,0.5901639344262296,0.6101694915254238,0.5714285714285714,61.0,63.0
[0 2 3 5],50,17,27,30,0.6451612903225806,0.6944444444444445,0.6493506493506493,0.746268656716418,0.5769230769230769,0.6382978723404256,0.5263157894736842,67.0,57.0
[0 2 3 5],52,12,25,35,0.7016129032258065,0.7375886524822695,0.6753246753246753,0.8125,0.6542056074766355,0.7446808510638298,0.5833333333333334,64.0,60.0
[0 2 3 5],45,19,28,32,0.6209677419354839,0.656934306569343,0.6164383561643836,0.703125,0.5765765765765766,0.6274509803921569,0.5333333333333333,64.0,60.0
[0 2 3 5],50,13,26,35,0.6854838709677419,0.7194244604316548,0.6578947368421053,0.7936507936507936,0.6422018348623854,0.7291666666666666,0.5737704918032787,63.0,61.0
[0 2 3 5],47,10,36,31,0.6290322580645161,0.6714285714285715,0.5662650602409639,0.8245614035087719,0.5740740740740741,0.7560975609756098,0.4626865671641791,57.0,67.0
[0 2 3 5],50,21,26,27,0.6209677419354839,0.6802721088435374,0.6578947368421053,0.704225352112676,0.5346534653465346,0.5625,0.5094339622641509,71.0,53.0
[0 2 3 5],50,14,25,35,0.6854838709677419,0.7194244604316546,0.6666666666666666,0.78125,0.6422018348623854,0.7142857142857143,0.5833333333333334,64.0,60.0
[0 2 3 5],39,23,20,42,0.6532258064516129,0.6446280991735538,0.6610169491525424,0.6290322580645161,0.6614173228346457,0.6461538461538462,0.6774193548387096,62.0,62.0
[0 2 4 5],49,16,29,30,0.6370967741935484,0.6853146853146853,0.6282051282051282,0.7538461538461538,0.5714285714285714,0.6521739130434783,0.5084745762711864,65.0,59.0
[0 2 4 5],45,17,26,36,0.6532258064516129,0.6766917293233083,0.6338028169014085,0.7258064516129032,0.6260869565217392,0.6792452830188679,0.5806451612903226,62.0,62.0
[0 2 4 5],37,24,24,39,0.6129032258064516,0.6065573770491803,0.6065573770491803,0.6065573770491803,0.6190476190476191,0.6190476190476191,0.6190476190476191,61.0,63.0
[0 2 4 5],45,18,25,36,0.6532258064516129,0.6766917293233083,0.6428571428571429,0.7142857142857143,0.6260869565217391,0.6666666666666666,0.5901639344262295,63.0,61.0
[0 2 4 5],41,15,34,34,0.6048387096774194,0.6259541984732825,0.5466666666666666,0.7321428571428571,0.5811965811965812,0.6938775510204082,0.5,56.0,68.0
[0 2 4 5],50,17,30,27,0.6209677419354839,0.6802721088435375,0.625,0.746268656716418,0.5346534653465346,0.6136363636363636,0.47368421052631576,67.0,57.0
[0 2 4 5],39,22,28,35,0.5967741935483871,0.609375,0.582089552238806,0.639344262295082,0.5833333333333335,0.6140350877192983,0.5555555555555556,61.0,63.0
[0 2 4 5],46,22,26,30,0.6129032258064516,0.6571428571428571,0.6388888888888888,0.6764705882352942,0.5555555555555555,0.5769230769230769,0.5357142857142857,68.0,56.0
[0 2 4 5],42,17,22,43,0.6854838709677419,0.6829268292682927,0.65625,0.711864406779661,0.688,0.7166666666666667,0.6615384615384615,59.0,65.0
[0 2 4 5],45,12,27,40,0.6854838709677419,0.6976744186046512,0.625,0.7894736842105263,0.6722689075630253,0.7692307692307693,0.5970149253731343,57.0,67.0
[0 3 4 5],37,24,27,36,0.5887096774193549,0.592,0.578125,0.6065573770491803,0.5853658536585366,0.6,0.5714285714285714,61.0,63.0
[0 3 4 5],42,23,21,38,0.6451612903225806,0.65625,0.6666666666666666,0.6461538461538462,0.6333333333333334,0.6229508196721312,0.6440677966101694,65.0,59.0
[0 3 4 5],51,14,32,27,0.6290322580645161,0.6891891891891891,0.6144578313253012,0.7846153846153846,0.54,0.6585365853658537,0.4576271186440678,65.0,59.0
[0 3 4 5],44,16,21,43,0.7016129032258065,0.7040000000000001,0.676923076923077,0.7333333333333333,0.6991869918699187,0.7288135593220338,0.671875,60.0,64.0
[0 3 4 5],40,17,33,34,0.5967741935483871,0.6153846153846154,0.547945205479452,0.7017543859649122,0.576271186440678,0.6666666666666666,0.5074626865671642,57.0,67.0
[0 3 4 5],37,18,24,45,0.6612903225806451,0.6379310344827586,0.6065573770491803,0.6727272727272727,0.6818181818181819,0.7142857142857143,0.6521739130434783,55.0,69.0
[0 3 4 5],40,28,32,24,0.5161290322580645,0.5714285714285715,0.5555555555555556,0.5882352941176471,0.4444444444444445,0.46153846153846156,0.42857142857142855,68.0,56.0
[0 3 4 5],33,15,36,40,0.5887096774193549,0.5641025641025642,0.4782608695652174,0.6875,0.6106870229007633,0.7272727272727273,0.5263157894736842,48.0,76.0
[0 3 4 5],40,17,33,34,0.5967741935483871,0.6153846153846154,0.547945205479452,0.7017543859649122,0.576271186440678,0.6666666666666666,0.5074626865671642,57.0,67.0
[0 3 4 5],46,12,37,29,0.6048387096774194,0.652482269503546,0.5542168674698795,0.7931034482758621,0.5420560747663551,0.7073170731707317,0.4393939393939394,58.0,66.0
[1 2 3 4],43,23,26,32,0.6048387096774194,0.6370370370370371,0.6231884057971014,0.6515151515151515,0.5663716814159292,0.5818181818181818,0.5517241379310345,66.0,58.0
[1 2 3 4],47,16,27,34,0.6532258064516129,0.6861313868613138,0.6351351351351351,0.746031746031746,0.6126126126126127,0.68,0.5573770491803278,63.0,61.0
[1 2 3 4],47,13,25,39,0.6935483870967742,0.7121212121212122,0.6527777777777778,0.7833333333333333,0.6724137931034483,0.75,0.609375,60.0,64.0
[1 2 3 4],39,15,26,44,0.6693548387096774,0.6554621848739496,0.6,0.7222222222222222,0.6821705426356589,0.7457627118644068,0.6285714285714286,54.0,70.0
[1 2 3 4],48,19,23,34,0.6612903225806451,0.6956521739130436,0.676056338028169,0.7164179104477612,0.6181818181818182,0.6415094339622641,0.5964912280701754,67.0,57.0
[1 2 3 4],43,24,21,36,0.6370967741935484,0.6564885496183207,0.671875,0.6417910447761194,0.6153846153846154,0.6,0.631578947368421,67.0,57.0
[1 2 3 4],43,17,25,39,0.6612903225806451,0.671875,0.6323529411764706,0.7166666666666667,0.65,0.6964285714285714,0.609375,60.0,64.0
[1 2 3 4],55,7,27,35,0.7258064516129032,0.763888888888889,0.6707317073170732,0.8870967741935484,0.6730769230769231,0.8333333333333334,0.5645161290322581,62.0,62.0
[1 2 3 4],47,14,23,40,0.7016129032258065,0.7175572519083969,0.6714285714285714,0.7704918032786885,0.6837606837606837,0.7407407407407407,0.6349206349206349,61.0,63.0
[1 2 3 4],47,15,22,40,0.7016129032258065,0.7175572519083969,0.6811594202898551,0.7580645161290323,0.6837606837606838,0.7272727272727273,0.6451612903225806,62.0,62.0
[1 2 3 5],50,9,25,40,0.7258064516129032,0.7462686567164178,0.6666666666666666,0.847457627118644,0.7017543859649124,0.8163265306122449,0.6153846153846154,59.0,65.0
[1 2 3 5],38,12,37,37,0.6048387096774194,0.6080000000000001,0.5066666666666667,0.76,0.6016260162601625,0.7551020408163265,0.5,50.0,74.0
[1 2 3 5],50,13,25,36,0.6935483870967742,0.7246376811594203,0.6666666666666666,0.7936507936507936,0.6545454545454545,0.7346938775510204,0.5901639344262295,63.0,61.0
[1 2 3 5],47,16,23,38,0.6854838709677419,0.706766917293233,0.6714285714285714,0.746031746031746,0.6608695652173914,0.7037037037037037,0.6229508196721312,63.0,61.0
[1 2 3 5],46,12,29,37,0.6693548387096774,0.6917293233082706,0.6133333333333333,0.7931034482758621,0.6434782608695652,0.7551020408163265,0.5606060606060606,58.0,66.0
[1 2 3 5],45,19,23,37,0.6612903225806451,0.6818181818181819,0.6617647058823529,0.703125,0.6379310344827587,0.6607142857142857,0.6166666666666667,64.0,60.0
[1 2 3 5],45,19,22,38,0.6693548387096774,0.6870229007633589,0.6716417910447762,0.703125,0.6495726495726496,0.6666666666666666,0.6333333333333333,64.0,60.0
[1 2 3 5],42,20,23,39,0.6532258064516129,0.6614173228346457,0.6461538461538462,0.6774193548387096,0.6446280991735538,0.6610169491525424,0.6290322580645161,62.0,62.0
[1 2 3 5],45,15,22,42,0.7016129032258065,0.7086614173228347,0.6716417910447762,0.75,0.6942148760330578,0.7368421052631579,0.65625,60.0,64.0
[1 2 3 5],53,13,19,39,0.7419354838709677,0.7681159420289856,0.7361111111111112,0.803030303030303,0.709090909090909,0.75,0.6724137931034483,66.0,58.0
[1 2 4 5],45,12,31,36,0.6532258064516129,0.6766917293233082,0.5921052631578947,0.7894736842105263,0.6260869565217392,0.75,0.5373134328358209,57.0,67.0
[1 2 4 5],44,17,23,40,0.6774193548387096,0.6875,0.6567164179104478,0.7213114754098361,0.6666666666666666,0.7017543859649122,0.6349206349206349,61.0,63.0
[1 2 4 5],46,15,23,40,0.6935483870967742,0.7076923076923076,0.6666666666666666,0.7540983606557377,0.6779661016949152,0.7272727272727273,0.6349206349206349,61.0,63.0
[1 2 4 5],44,22,30,28,0.5806451612903226,0.6285714285714286,0.5945945945945946,0.6666666666666666,0.5185185185185185,0.56,0.4827586206896552,66.0,58.0
[1 2 4 5],50,11,25,38,0.7096774193548387,0.7352941176470588,0.6666666666666666,0.819672131147541,0.6785714285714285,0.7755102040816326,0.6031746031746031,61.0,63.0
[1 2 4 5],47,13,26,38,0.6854838709677419,0.7067669172932332,0.6438356164383562,0.7833333333333333,0.6608695652173913,0.7450980392156863,0.59375,60.0,64.0
[1 2 4 5],48,11,22,43,0.7338709677419355,0.744186046511628,0.6857142857142857,0.8135593220338984,0.7226890756302522,0.7962962962962963,0.6615384615384615,59.0,65.0
[1 2 4 5],51,10,18,45,0.7741935483870968,0.7846153846153846,0.7391304347826086,0.8360655737704918,0.7627118644067797,0.8181818181818182,0.7142857142857143,61.0,63.0
[1 2 4 5],42,12,30,40,0.6612903225806451,0.6666666666666666,0.5833333333333334,0.7777777777777778,0.6557377049180327,0.7692307692307693,0.5714285714285714,54.0,70.0
[1 2 4 5],48,11,27,38,0.6935483870967742,0.7164179104477612,0.64,0.8135593220338984,0.6666666666666666,0.7755102040816326,0.5846153846153846,59.0,65.0
[1 3 4 5],44,16,22,42,0.6935483870967742,0.6984126984126984,0.6666666666666666,0.7333333333333333,0.6885245901639345,0.7241379310344828,0.65625,60.0,64.0
[1 3 4 5],48,13,28,35,0.6693548387096774,0.7007299270072993,0.631578947368421,0.7868852459016393,0.6306306306306306,0.7291666666666666,0.5555555555555556,61.0,63.0
[1 3 4 5],39,18,21,46,0.6854838709677419,0.6666666666666667,0.65,0.6842105263157895,0.7022900763358778,0.71875,0.6865671641791045,57.0,67.0
[1 3 4 5],49,22,20,33,0.6612903225806451,0.7,0.7101449275362319,0.6901408450704225,0.611111111111111,0.6,0.6226415094339622,71.0,53.0
[1 3 4 5],46,17,19,42,0.7096774193548387,0.7187500000000001,0.7076923076923077,0.7301587301587301,0.7,0.711864406779661,0.6885245901639344,63.0,61.0
[1 3 4 5],48,15,32,29,0.6209677419354839,0.6713286713286712,0.6,0.7619047619047619,0.5523809523809523,0.6590909090909091,0.47540983606557374,63.0,61.0
[1 3 4 5],50,9,22,43,0.75,0.7633587786259541,0.6944444444444444,0.847457627118644,0.7350427350427349,0.8269230769230769,0.6615384615384615,59.0,65.0
[1 3 4 5],52,19,24,29,0.6532258064516129,0.7074829931972789,0.6842105263157895,0.7323943661971831,0.5742574257425742,0.6041666666666666,0.5471698113207547,71.0,53.0
[1 3 4 5],40,11,26,47,0.7016129032258065,0.6837606837606838,0.6060606060606061,0.7843137254901961,0.7175572519083969,0.8103448275862069,0.6438356164383562,51.0,73.0
[1 3 4 5],49,17,23,35,0.6774193548387096,0.7101449275362319,0.6805555555555556,0.7424242424242424,0.6363636363636364,0.6730769230769231,0.603448275862069,66.0,58.0
[2 3 4 5],40,22,27,35,0.6048387096774194,0.6201550387596899,0.5970149253731343,0.6451612903225806,0.5882352941176471,0.6140350877192983,0.5645161290322581,62.0,62.0
[2 3 4 5],39,22,26,37,0.6129032258064516,0.619047619047619,0.6,0.639344262295082,0.6065573770491803,0.6271186440677966,0.5873015873015873,61.0,63.0
[2 3 4 5],46,20,19,39,0.6854838709677419,0.702290076335878,0.7076923076923077,0.696969696969697,0.6666666666666666,0.6610169491525424,0.6724137931034483,66.0,58.0
[2 3 4 5],41,20,22,41,0.6612903225806451,0.6612903225806451,0.6507936507936508,0.6721311475409836,0.6612903225806451,0.6721311475409836,0.6507936507936508,61.0,63.0
[2 3 4 5],40,14,27,43,0.6693548387096774,0.6611570247933883,0.5970149253731343,0.7407407407407407,0.6771653543307086,0.7543859649122807,0.6142857142857143,54.0,70.0
[2 3 4 5],31,23,27,43,0.5967741935483871,0.5535714285714285,0.5344827586206896,0.5740740740740741,0.6323529411764707,0.6515151515151515,0.6142857142857143,54.0,70.0
[2 3 4 5],47,19,21,37,0.6774193548387096,0.7014925373134329,0.6911764705882353,0.7121212121212122,0.6491228070175439,0.6607142857142857,0.6379310344827587,66.0,58.0
[2 3 4 5],46,19,19,40,0.6935483870967742,0.7076923076923077,0.7076923076923077,0.7076923076923077,0.6779661016949152,0.6779661016949152,0.6779661016949152,65.0,59.0
[2 3 4 5],33,19,23,49,0.6612903225806451,0.611111111111111,0.5892857142857143,0.6346153846153846,0.7000000000000001,0.7205882352941176,0.6805555555555556,52.0,72.0
[2 3 4 5],38,22,30,34,0.5806451612903226,0.59375,0.5588235294117647,0.6333333333333333,0.5666666666666667,0.6071428571428571,0.53125,60.0,64.0
