MFCCs,Mean_Accuracy,STD_Accuracy
[0],0.6161290322580645,0.050259472422202835
[1],0.6596774193548387,0.028352251340720884
[2],0.6411290322580645,0.03664699279839277
[3],0.5693548387096774,0.048548119171911
[4],0.5475806451612903,0.05131592990300979
[5],0.5556451612903225,0.04482159106964599
