MFCCs,Actual(0)Predicted(0),Actual(0)Predicted(1),Actual(1)Predicted(0),Actual(1)Predicted(1),Accuracy,(0) f1,(0) Precision,(0) Recall,(1) f1,(1) Precision,(1) Recall,Number of Entries (0),Number of Entries (1)
[0 1 3 4 5],42,13,28,41,0.6693548387096774,0.6719999999999999,0.6,0.7636363636363637,0.6666666666666666,0.7592592592592593,0.5942028985507246,55.0,69.0
[0 1 3 4 5],40,12,33,39,0.6370967741935484,0.6400000000000001,0.547945205479452,0.7692307692307693,0.6341463414634146,0.7647058823529411,0.5416666666666666,52.0,72.0
[0 1 3 4 5],46,12,28,38,0.6774193548387096,0.696969696969697,0.6216216216216216,0.7931034482758621,0.6551724137931034,0.76,0.5757575757575758,58.0,66.0
[0 1 3 4 5],48,8,28,40,0.7096774193548387,0.7272727272727273,0.631578947368421,0.8571428571428571,0.6896551724137931,0.8333333333333334,0.5882352941176471,56.0,68.0
[0 1 3 4 5],49,21,19,35,0.6774193548387096,0.7101449275362319,0.7205882352941176,0.7,0.6363636363636364,0.625,0.6481481481481481,70.0,54.0
[0 1 3 4 5],51,13,21,39,0.7258064516129032,0.7499999999999999,0.7083333333333334,0.796875,0.6964285714285715,0.75,0.65,64.0,60.0
[0 1 3 4 5],52,17,22,33,0.6854838709677419,0.7272727272727273,0.7027027027027027,0.7536231884057971,0.6285714285714286,0.66,0.6,69.0,55.0
[0 1 3 4 5],52,10,26,36,0.7096774193548387,0.7428571428571428,0.6666666666666666,0.8387096774193549,0.6666666666666667,0.782608695652174,0.5806451612903226,62.0,62.0
[0 1 3 4 5],43,16,23,42,0.6854838709677419,0.688,0.6515151515151515,0.7288135593220338,0.6829268292682927,0.7241379310344828,0.6461538461538462,59.0,65.0
[0 1 3 4 5],53,11,17,43,0.7741935483870968,0.7910447761194029,0.7571428571428571,0.828125,0.7543859649122806,0.7962962962962963,0.7166666666666667,64.0,60.0
[0 2 3 4 5],51,16,21,36,0.7016129032258065,0.7338129496402879,0.7083333333333334,0.7611940298507462,0.6605504587155963,0.6923076923076923,0.631578947368421,67.0,57.0
[0 2 3 4 5],49,10,32,33,0.6612903225806451,0.7,0.6049382716049383,0.8305084745762712,0.611111111111111,0.7674418604651163,0.5076923076923077,59.0,65.0
[0 2 3 4 5],50,18,22,34,0.6774193548387096,0.7142857142857144,0.6944444444444444,0.7352941176470589,0.6296296296296297,0.6538461538461539,0.6071428571428571,68.0,56.0
[0 2 3 4 5],44,18,21,41,0.6854838709677419,0.6929133858267716,0.676923076923077,0.7096774193548387,0.6776859504132231,0.6949152542372882,0.6612903225806451,62.0,62.0
[0 2 3 4 5],49,19,23,33,0.6612903225806451,0.7000000000000001,0.6805555555555556,0.7205882352941176,0.611111111111111,0.6346153846153846,0.5892857142857143,68.0,56.0
[0 2 3 4 5],45,21,20,38,0.6693548387096774,0.6870229007633587,0.6923076923076923,0.6818181818181818,0.6495726495726496,0.6440677966101694,0.6551724137931034,66.0,58.0
[0 2 3 4 5],42,10,29,43,0.6854838709677419,0.6829268292682927,0.5915492957746479,0.8076923076923077,0.688,0.8113207547169812,0.5972222222222222,52.0,72.0
[0 2 3 4 5],52,13,23,36,0.7096774193548387,0.7428571428571429,0.6933333333333334,0.8,0.6666666666666667,0.7346938775510204,0.6101694915254238,65.0,59.0
[0 2 3 4 5],47,14,20,43,0.7258064516129032,0.734375,0.7014925373134329,0.7704918032786885,0.7166666666666668,0.7543859649122807,0.6825396825396826,61.0,63.0
[0 2 3 4 5],45,10,26,43,0.7096774193548387,0.7142857142857142,0.6338028169014085,0.8181818181818182,0.7049180327868851,0.8113207547169812,0.6231884057971014,55.0,69.0
[1 2 3 4 5],49,15,22,38,0.7016129032258065,0.725925925925926,0.6901408450704225,0.765625,0.672566371681416,0.7169811320754716,0.6333333333333333,64.0,60.0
[1 2 3 4 5],46,10,24,44,0.7258064516129032,0.73015873015873,0.6571428571428571,0.8214285714285714,0.7213114754098361,0.8148148148148148,0.6470588235294118,56.0,68.0
[1 2 3 4 5],37,20,27,40,0.6209677419354839,0.6115702479338843,0.578125,0.6491228070175439,0.6299212598425197,0.6666666666666666,0.5970149253731343,57.0,67.0
[1 2 3 4 5],46,11,22,45,0.7338709677419355,0.736,0.6764705882352942,0.8070175438596491,0.7317073170731707,0.8035714285714286,0.6716417910447762,57.0,67.0
[1 2 3 4 5],47,12,21,44,0.7338709677419355,0.7401574803149606,0.6911764705882353,0.7966101694915254,0.7272727272727272,0.7857142857142857,0.676923076923077,59.0,65.0
[1 2 3 4 5],36,23,20,45,0.6532258064516129,0.6260869565217392,0.6428571428571429,0.6101694915254238,0.6766917293233082,0.6617647058823529,0.6923076923076923,59.0,65.0
[1 2 3 4 5],39,17,25,43,0.6612903225806451,0.65,0.609375,0.6964285714285714,0.671875,0.7166666666666667,0.6323529411764706,56.0,68.0
[1 2 3 4 5],44,24,17,39,0.6693548387096774,0.682170542635659,0.7213114754098361,0.6470588235294118,0.6554621848739496,0.6190476190476191,0.6964285714285714,68.0,56.0
[1 2 3 4 5],50,19,20,35,0.6854838709677419,0.7194244604316546,0.7142857142857143,0.7246376811594203,0.6422018348623852,0.6481481481481481,0.6363636363636364,69.0,55.0
[1 2 3 4 5],49,14,27,34,0.6693548387096774,0.7050359712230216,0.6447368421052632,0.7777777777777778,0.6238532110091743,0.7083333333333334,0.5573770491803278,63.0,61.0
