MFCCs,Mean_Accuracy,STD_Accuracy
[0 1 2 3 4],0.6983870967741936,0.0282142833621547
[0 1 2 3 5],0.6951612903225806,0.033601075251612364
[0 1 2 4 5],0.7112903225806452,0.040128565498789445
[0 1 3 4 5],0.6951612903225807,0.03530011069070854
[0 2 3 4 5],0.6887096774193548,0.021091446501003287
[1 2 3 4 5],0.6854838709677419,0.035884831389172575
